8560465	8722265
8560517	8722220
8560456	8722209
8560432	8722218
8560486	8722118
8560443	8722128
8560459	8722122
8560473	8722089
8560512	8722134
8560518	8722038
8560527	8721983
8560473	8721979
8560558	8722032
8560507	8722027
8560525	8721983
8560520	8721915
8560477	8721887
8560564	8721894
8560517	8721921
8560507	8721843
8560470	8721839
8560549	8721830
8560540	8721802
8560522	8721773
8560474	8721809
8560524	8721756
8560505	8721726
8560480	8721711
8560553	8721695
8560535	8721698
8560527	8721693
8560546	8721611
8560491	8721668
8560569	8721573
8560531	8721579
8560555	8721536
8560548	8721565
8560535	8721600
8560491	8721535
8560612	8721466
8560609	8721463
8560604	8721463
8560522	8721394
8560531	8721384
8560597	8721433
8560622	8721375
8560574	8721349
8560587	8721306
8560640	8721321
8560623	8721289
8560601	8721256
8560661	8721247
8560589	8721303
8560640	8721213
8560647	8721209
8560618	8721186
8560627	8721177
8560610	8721123
8560622	8721158
8560633	8721107
8560626	8721125
8560634	8721081
8560660	8721109
8560621	8721054
8560676	8721032
8560607	8721021
8560613	8721022
8560661	8721039
8560636	8720976
8560672	8720949
8560716	8720926
8560657	8720908
8560602	8720901
8560638	8720934
8560629	8720941
8560655	8720895
8560647	8720924
8560676	8720884
8560551	8720935
8560663	8720808
8560696	8720857
8560660	8720828
8560684	8720828
8560736	8720841
8560688	8720815
8560654	8720788
8560674	8720766
8560715	8720784
8560738	8720743
8560700	8720744
8560708	8720692
8560703	8720690
8560721	8720653
8560738	8720637
8560748	8720663
8560713	8720653
8560694	8720635
8560713	8720600
8560755	8720539
8560735	8720640
8560745	8720541
8560773	8720560
8560794	8720574
8560795	8720461
8560775	8720534
8560700	8720497
8560797	8720414
8560791	8720439
8560809	8720412
8560778	8720390
8560750	8720425
8560794	8720365
8560793	8720388
8560793	8720364
8560837	8720336
8560832	8720345
8560766	8720329
8560765	8720295
8560817	8720326
8560918	8720275
8560769	8720225
8560795	8720241
8560846	8720259
8560807	8720273
8560842	8720204
8560860	8720203
8560874	8720201
8560868	8720192
8560855	8720121
8560837	8720102
8560903	8720134
8560856	8720144
8560833	8720061
8560876	8720094
8560885	8720110
8560893	8720044
8560932	8720020
8560906	8719984
8560911	8720029
8560938	8719987
8560883	8719966
8560875	8719961
8560921	8719973
8560919	8719963
8560945	8719918
8560976	8719915
8560989	8719887
8560936	8719862
8560924	8719805
8560934	8719865
8560901	8719779
8560959	8719806
8560906	8719836
8560963	8719820
8560952	8719775
8561005	8719797
8560999	8719760
8560979	8719741
8560955	8719704
8560975	8719727
8560919	8719777
8561004	8719737
8561007	8719730
8561074	8719711
8560983	8719687
8561024	8719673
8561046	8719696
8560990	8719689
8561005	8719615
8561093	8719657
8561082	8719717
8561008	8719690
8561070	8719655
8561092	8719700
8561056	8719650
8561126	8719589
8561037	8719599
8561096	8719599
8561119	8719554
8561063	8719562
8561123	8719528
8561046	8719580
8561130	8719540
8561135	8719550
8561129	8719542
8561176	8719509
8561092	8719510
8561151	8719513
8561132	8719466
8561162	8719459
8561149	8719463
8561131	8719439
8561217	8719365
8561156	8719462
8561117	8719380
8561216	8719391
8561183	8719402
8561162	8719336
8561162	8719378
8561135	8719317
8561175	8719292
8561212	8719354
8561182	8719275
8561255	8719291
8561255	8719295
8561180	8719238
8561211	8719278
8561173	8719235
8561196	8719242
8561183	8719232
8561210	8719181
8561178	8719181
8561196	8719144
8561184	8719159
8561159	8719157
8561232	8719178
8561200	8719165
8561218	8719132
8561156	8719105
8561185	8719074
8561237	8719092
8561259	8719066
8561265	8719068
8561214	8719016
8561211	8719017
8561287	8718991
8561233	8718981
8561234	8718982
8561244	8718933
8561197	8718979
8561117	8718967
8561213	8718909
8561231	8718930
8561203	8718882
8561205	8718909
8561231	8718900
8561196	8718894
8561233	8718877
8561199	8718893
8561210	8718855
8561215	8718820
8561252	8718871
8561238	8718766
8561232	8718747
8561167	8718731
8561192	8718777
8561144	8718798
8561143	8718738
8561145	8718691
8561150	8718726
8561212	8718721
8561155	8718680
8561157	8718721
8561149	8718651
8561195	8718638
8561162	8718616
